query,intent
What future-dated payments are on file over $500?,PENDING_STATEMENTS
Bring up payments that are still open for client Johnson & Sons.,PENDING_STATEMENTS
Give me payments still under review for account 4521.,PENDING_STATEMENTS
Fetch queued payments in my dashboard.,PENDING_STATEMENTS
Could you show me payments awaiting authorization over $1000.,PENDING_STATEMENTS
I'd like to check payments that are on hold that are still in draft?,PENDING_STATEMENTS
Check payments still pending on my account.,PENDING_STATEMENTS
Bring up payments pending approval for invoices.,PENDING_STATEMENTS
I need a list of payments that are on hold for account number 778812.,PENDING_STATEMENTS
Check payments still awaiting execution for the finance team.,PENDING_STATEMENTS
Pull up payments waiting for approval on hold.,PENDING_STATEMENTS
Could you get payments waiting for approval for my account.,PENDING_STATEMENTS
List all payments currently under review.,PENDING_STATEMENTS
What's the status of payments still in progress?,PENDING_STATEMENTS
Could you list pending payment statements for the finance team.,PENDING_STATEMENTS
Can I see payments pending approval for this account.,PENDING_STATEMENTS
Can you check upcoming payments for our vendors.,PENDING_STATEMENTS
Find payments awaiting processing on hold?,PENDING_STATEMENTS
What upcoming payments do I have scheduled?,PENDING_STATEMENTS
What are the payments pending approval on my account?,PENDING_STATEMENTS
Look up payments that are still open?,PENDING_STATEMENTS
I'd like a list of payments pending approval for the finance team.,PENDING_STATEMENTS
I'm trying to view payments that are scheduled but not sent in my dashboard.,PENDING_STATEMENTS
View payments in transit from this quarter.,PENDING_STATEMENTS
Can I get queued payments for account number 778812.,PENDING_STATEMENTS
Display payments awaiting approval for last week.,PENDING_STATEMENTS
Can you show me payments awaiting confirmation for the current billing cycle.,PENDING_STATEMENTS
Find open pending payments for my account.,PENDING_STATEMENTS
Can you get me payments not yet disbursed for last week.,PENDING_STATEMENTS
Can I get in-progress payments for the finance team.,PENDING_STATEMENTS
Can you get me payments that are scheduled but not sent for the current billing cycle?,PENDING_STATEMENTS
Which payments are on hold right now in my queue?,PENDING_STATEMENTS
I'd like to check payments awaiting approval for today.,PENDING_STATEMENTS
Give me a status report on pending payments due next week.,PENDING_STATEMENTS
Look up incomplete payments for today.,PENDING_STATEMENTS
Could you list payments not yet cleared for the current billing cycle?,PENDING_STATEMENTS
Could you display scheduled payments linked to project Alpha.,PENDING_STATEMENTS
I'd like a list of payments still pending in my queue.,PENDING_STATEMENTS
Kindly show me payments that are incomplete in the system.,PENDING_STATEMENTS
I want a list of payments awaiting authorization on my account.,PENDING_STATEMENTS
Which payments are still awaiting approval from this quarter?,PENDING_STATEMENTS
Pull up incomplete payments?,PENDING_STATEMENTS
Can you show me scheduled payments for last week.,PENDING_STATEMENTS
Please list payments that are still open scheduled for tomorrow.,PENDING_STATEMENTS
What payments are queued up right now for client Johnson & Sons?,PENDING_STATEMENTS
Pull up payments awaiting processing from this quarter.,PENDING_STATEMENTS
Can I see payments pending review in the approval queue.,PENDING_STATEMENTS
Are there any pending payments right now for vendor ABC Corp?,PENDING_STATEMENTS
Can you pull up pending payment statements for today.,PENDING_STATEMENTS
Can you get me payments due to be processed for account 4521.,PENDING_STATEMENTS
What pending payments do I have that are overdue for approval?,PENDING_STATEMENTS
I need to view payments waiting on approval in the system.,PENDING_STATEMENTS
Retrieve in-progress payments in the approval queue.,PENDING_STATEMENTS
Display payments that are on hold that need approval?,PENDING_STATEMENTS
Look up payments still pending due tomorrow.,PENDING_STATEMENTS
Can you show me payments in the queue for this month.,PENDING_STATEMENTS
Can I get payments in progress in my queue?,PENDING_STATEMENTS
Can you get me payments due to be processed in the system.,PENDING_STATEMENTS
Can you show me payments pending review in my dashboard.,PENDING_STATEMENTS
Retrieve payments queued for processing for today.,PENDING_STATEMENTS
Please show payments still awaiting execution from this quarter.,PENDING_STATEMENTS
Pull payments not yet cleared due today.,PENDING_STATEMENTS
Look up payments due to be processed for the finance team.,PENDING_STATEMENTS
Display payments awaiting confirmation for the finance team.,PENDING_STATEMENTS
Pull future-dated payments for my account.,PENDING_STATEMENTS
Pull payments that are still processing for invoices?,PENDING_STATEMENTS
Could you get payments in transit for vendor ABC Corp.,PENDING_STATEMENTS
I'd like to see future-dated payments for our company.,PENDING_STATEMENTS
Look up payments still queued on hold?,PENDING_STATEMENTS
I'd like a list of payments yet to be processed in my dashboard.,PENDING_STATEMENTS
What are the payments still awaiting execution in my queue.,PENDING_STATEMENTS
Which payments are scheduled but not yet sent for client Johnson & Sons?,PENDING_STATEMENTS
Can you list payments in a pending state on my account.,PENDING_STATEMENTS
Can you check payments in a pending state under $200.,PENDING_STATEMENTS
I'm trying to check pending payment statements for last week.,PENDING_STATEMENTS
Could you get payments set to be paid later for last week.,PENDING_STATEMENTS
Could you show me payments pending review for today.,PENDING_STATEMENTS
Display pending payment statements for my account.,PENDING_STATEMENTS
Could you show me payments pending review awaiting my sign-off.,PENDING_STATEMENTS
I'm trying to view payments not yet cleared that need approval.,PENDING_STATEMENTS
Please list payments waiting on approval for the merchant account?,PENDING_STATEMENTS
What payments are scheduled for later this month for our suppliers?,PENDING_STATEMENTS
I'm trying to view payments awaiting processing over $1000.,PENDING_STATEMENTS
What are the payments still pending for invoices.,PENDING_STATEMENTS
Can you pull up pending payment requests.,PENDING_STATEMENTS
List all payments currently under review for last week.,PENDING_STATEMENTS
What payments are queued up right now due this week?,PENDING_STATEMENTS
I'd like a list of payments scheduled for the future for vendor ABC Corp.,PENDING_STATEMENTS
Would you list payments waiting on approval due today?,PENDING_STATEMENTS
What payments are queued up right now for account number 778812?,PENDING_STATEMENTS
Kindly show me outstanding payments.,PENDING_STATEMENTS
Look up payments pending approval on my account.,PENDING_STATEMENTS
Fetch payments that are still processing due this week.,PENDING_STATEMENTS
Can I see payments in progress for our vendors.,PENDING_STATEMENTS
Could you get unprocessed payments over $1000.,PENDING_STATEMENTS
Can you list payments still awaiting execution on hold.,PENDING_STATEMENTS
Can you show me payments due to be processed due next week.,PENDING_STATEMENTS
Pull payments not yet settled due this week.,PENDING_STATEMENTS
