intent_code,text,amount,currency,beneficiary,account,method,time,reference,purpose
NEW_PAYMENT,"settle PO number 4471 with daniel cohen before EOD, about 50k euros",about 50k,euros,daniel cohen,,,before EOD,PO number 4471,
NEW_PAYMENT,pls pay priya sharma 18k quid asap,18k,quid,priya sharma,,,,,
NEW_PAYMENT,pls pay priya sharma 18k rupees asap,18k,rupees,priya sharma,,,,,
NEW_PAYMENT,"grand hotel needs paying tomorrow morning, 1.5 million pounds",1.5 million,pounds,grand hotel,,,tomorrow morning,,
NEW_PAYMENT,can u send city hospital 90000 USD,90000,USD,city hospital,,,,,
NEW_PAYMENT,"sunrise textiles needs paying today, 7.8k EUR",7.8k,EUR,sunrise textiles,,,today,,
NEW_PAYMENT,can you get 7.8k INR to our landlord's agency by month end?,7.8k,INR,our landlord's agency,,,by month end,,
NEW_PAYMENT,"my accountant needs the contractor payment sorted this evening, send 250k euros",250k,euros,my accountant,,,this evening,,contractor payment
NEW_PAYMENT,do a ACH of 45k quid to stellar consulting,45k,quid,stellar consulting,,ACH,,,
NEW_PAYMENT,"meridian software labs needs the invoice payment sorted before EOD, send 2500 GBP",2500,GBP,meridian software labs,,,before EOD,,invoice payment
NEW_PAYMENT,"finally paying off our lawyer for the software subscription, just over 8000 EUR",just over 8000,EUR,our lawyer,,,,,software subscription
NEW_PAYMENT,send about 50k quid over to my cousin,about 50k,quid,my cousin,,,,,
NEW_PAYMENT,"green energy pvt ltd needs the refund sorted at 3pm, send 2.5 lakh pounds",2.5 lakh,pounds,green energy pvt ltd,,,at 3pm,,refund
NEW_PAYMENT,initiate a payment please,,,,,,,,
